# x,y,z,B_x_err,B_y_err,B_z_err
-5.350121607674999946e-02,-9.109202915497499609e-02,9.931425314215000175e-03,8.175769220261238646e-01,1.088260935371023663e+01,6.289878570252102064e-01
-5.579448926265000164e-02,-9.594585615927500588e-02,5.769716530925000399e-03,5.843766890977140527e+00,1.361054927062739139e+01,5.739800421359896987e+00
-5.380601858112499941e-02,-9.584285323339999940e-02,5.517350058890000374e-03,5.554924695329582995e+00,1.470195446163818787e+01,2.065574705925588894e+00
-5.288955219389999962e-02,-9.620908872950000024e-02,6.767265082809999915e-03,4.646214103831813880e+00,2.046437648617310145e+00,1.256891054028393295e+00
-5.331074583997499894e-02,-9.747507349440000246e-02,4.473965365392499997e-03,7.554278785865697898e+00,4.364836657221316329e+01,6.388626304055080585e-01
-5.234253241859999906e-02,-9.942364666752499802e-02,8.404801494020000194e-03,2.939461602011111196e+01,5.894480519480411829e+01,6.575021625563230998e+01
-5.209294207307500063e-02,-9.886013846869999566e-02,5.337932299414999832e-03,1.744285063008081949e+01,5.041245343267924284e+01,2.109301538776261609e+01
-5.207612910032499709e-02,-9.840481718932500566e-02,7.744002026229999773e-03,3.864747878544921633e+00,2.864093187353619641e+01,4.202020345082871700e+01
-5.205389563510000317e-02,-9.784130899050000330e-02,6.624722252647499698e-03,4.077534491591779719e+00,1.968778199548582393e+02,5.783754123922485491e+01
-5.080332110937500062e-02,-9.942364666752499802e-02,9.425014495827499506e-03,3.329344238577954940e+01,1.433333333333266069e+02,2.981001826275108257e+01
-7.964977189124999857e-02,-8.448604005995000166e-02,-4.409473219605000022e-02,6.781662968186850105e-01,8.576877457202268573e+00,3.558918443038322277e+00
