a_field_0,a_field_1,a_field_2,x_0,x_1,x_2
-612128665327.57,1236123251682.9,374071067038.93,0.04395536098307,-0.048573748421675,-0.0033577245124797
-579356589112.31,1045400178489,436665061845.35,0.044512608189497,-0.04639392459485,-0.0022334354906797
-726969554181.62,1128023236389,391967499226.27,0.041837748278563,-0.049789580309325,-0.0028083603457797
-703452128457.51,986629836291.92,391840316825.47,0.041249750907073,-0.046166901799775,-0.0028940774698797
-672828392304.72,988196724508.62,387657720902.4,0.043189219184098,-0.0467464177239,-0.0036079141483047
-641333303303.83,1229270948457.2,356384719930.31,0.04527874998847,-0.048221255292625,-0.0019832458548547
-742705967454.78,872514879832.81,407180866130.51,0.039247493535015,-0.045494238364575,-2.3267329087175e-05
-567353313236.04,962096674494.58,336135547770.2,0.043866336324165,-0.044855618374275,-0.00050259000183468
-633460211992.87,965580380485.57,353255600890.64,0.041675022457182,-0.043966083834025,-0.00045545904845967
-680511460549.75,920850005448.57,309807720969.13,0.04038182604549,-0.044924874130475,-0.0014724678588797
-690049711443.79,924799868499.32,487737611020.71,0.040540689946708,-0.044535448068125,0.00099374148133282
-727040462775.1,1128212211058,391703010413.45,0.04176164910691,-0.05167620904145,-0.0010875368635722
-973156576551.09,1342664946837.3,755081626016.46,0.038156157653832,-0.057451047798925,-0.0016823582932175
-804989637122.46,1264139177720.6,496919054505.08,0.043861168498215,-0.0535950540136,-0.0024784755535175
-772221906057.57,1234506257680.5,489209256545.25,0.04155880891475,-0.053023930305325,-0.0027407489338425
-739077365628.83,1474456443978.6,563984746013.56,0.040148566656167,-0.0550243850396,-0.0030773828621925
-746528657819.66,1478201001413.6,564822055819.9,0.042450926239633,-0.055595508747875,-0.0028151094818675
-973488649225.91,846189870722.25,494544967284.71,0.030486802823075,-0.05245816603785,0.00422967777406
-1112484690449.1,1256271497998.8,607243851009.72,0.03233611512541,-0.0560231824394,0.00163987715991
-1123530112686.4,1127530485395.7,820222729570.54,0.032031897986862,-0.058203992634675,0.003362551569305
-950738381084.69,877343339357.58,497201729673.46,0.031459053431708,-0.051073598249675,0.004199933701285
-987422060720.7,860779885295.86,539377978239.64,0.031227340097985,-0.05297466923285,0.002428203298545
-967601768692.59,885718832279.77,538653682306.46,0.032199590706618,-0.051590101444675,0.00239845922577
-683160734607.2,770000503531.93,386793475739.23,0.03979874257607,-0.042851342265975,0.005583340001885
-622349090608.83,776486239097,352616318904.88,0.0407198794057,-0.043733496325525,0.00309183561008
-527503141917.22,893372931222,508237983771.17,0.043815246554395,-0.0454466445095,0.0017163944945003
-665237827862.2,792597953807.34,413422890211.85,0.039145158609763,-0.04401727735035,0.0042916294480175
-696295019105.64,935431349780.37,461146045598.53,0.04137853884962,-0.045240565574325,0.0023675219150428
-736119095106.67,865210875848.74,435976744993.24,0.035828748868005,-0.047278167510625,0.002253969376005
-659748710601.37,811502319949.46,406230558105.23,0.038241093372138,-0.0456818081367,0.0046909970255675
-806875361425.59,800997192878.05,429485358513.79,0.034647452379988,-0.047260387935975,0.00443548378027
-708050030581.6,890886586401.34,476434239535.58,0.03962951481903,-0.046662959747375,0.0030292292229053
-831325283223.49,822238459139.69,480873250357.41,0.034712705260023,-0.048245827755225,0.00256119452557
-738707357486.3,829256003318.47,394240237992.31,0.036471123213133,-0.04581394227645,0.0040962911456625
-784089892373.19,819707768005.17,429145532656.44,0.035692405384827,-0.0458375701482,0.00527034162797
-897149223101.14,975053736491.33,448289449396.35,0.034172937486357,-0.050844554273575,0.000833755198165
-954635776039.44,1009173398895.6,549573408586.12,0.03532127044796,-0.0518920935692,-0.0007126621142175
-878947584179.4,995431746109.44,454725203494.4,0.035127301310558,-0.049630758969525,0.0021147960470725
-929772196112.54,972491468308.81,478692631542.72,0.03624334491854,-0.048663098724925,0.0018075708975075
-830119676538.72,1157161880640.3,515883894943.79,0.039589043429697,-0.05195696983295,-0.00015984636146467
-769930272468.35,1077014786435.5,574270524903.59,0.038762257683077,-0.04973162076505,-0.00092978341659717
-853084874375.89,1088164700516.4,542627274363.33,0.036731461891057,-0.05021469438855,-0.0011103373835925
-879587273212.89,899920112634.82,548069111147.84,0.034868516541222,-0.05066316851165,0.003397725850875
-899446176889.85,891868509417.44,527048869809.9,0.033914152717022,-0.0518769638157,0.0021166850019675
-824311884113.85,972887836128.11,370669195854.67,0.036699172537437,-0.048199494848325,0.000128854779225
-716234332651.68,949187466159.49,396679453576.57,0.038729968329457,-0.047716421224825,0.00030940874622033
-678325372676.81,920401662497.01,521908830113.08,0.03827414071056,-0.048180025101425,0.0019881248645028
-972927679560.58,767293801544.78,591772598620.97,0.030938482887657,-0.05358489968505,0.006172715159635
-1091738533523.1,1063167873443.4,637264168510.07,0.029604975799292,-0.056901254194075,0.0067520595825475
-1064811551745.9,1068536214971.4,628135546085.28,0.03137480302402,-0.056282213075325,0.006093915093515
-1000524295668.9,763886805419.82,601162409909.78,0.02916865566293,-0.0542039408038,0.0068308596486675
-1026407278515.1,562490471051.4,724672298291.96,0.026378061527825,-0.055222674069025,0.010103829640982
-1059833900748.5,620270572787.6,457300300545.38,0.028274306831613,-0.0515873597681,0.0098347297817175
-981985539365.28,749918702871.9,575287960885.43,0.02814506654131,-0.0535889994538,0.0087831105280375
-828710214122.49,754651584347.27,488455962564.9,0.03307907607729,-0.047944884043175,0.006364488034225
-865817327791.65,893081031235.18,514221159674.51,0.034379705645028,-0.05023290493825,0.005244188253405
-906492923699.3,635184792143.07,472780650072.21,0.03062585850635,-0.047759606432175,0.0094211432541725
-874382017157.25,728657334644.08,497096616568,0.030625247905887,-0.0509585367671,0.0091206516906775
-874485149610.38,704980292209.23,511670249736.01,0.030420705924643,-0.0489932223071,0.0083000972702725
-936372481269.78,801624358112.53,615222768082.41,0.032265834840313,-0.05234113533405,0.007410887947965
-809359680515.27,752892730756.49,482841199219.11,0.034573237534328,-0.048215055576875,0.0058355477043025
-924109293285.19,889357129990.78,530133257540.94,0.032684804545918,-0.0509301970473,0.0057646218800125
-867266111565.09,703641390078.02,493589453958.17,0.03191749896869,-0.049302003885525,0.006314867645715
-813136332592.98,550686679971.5,414937585979.79,0.031623555019037,-0.04438923962205,0.01049847104753
-808744849084.48,754398130180.12,443873578733.83,0.032427664345715,-0.047268003772275,0.0093757327397775
-811401472874.34,634754794838.03,472506333417.93,0.031529478715987,-0.045808757338075,0.009316667308765
-736874807419.46,607687782233.44,366854397689.62,0.032478146104588,-0.04354875845105,0.009863153785595
-822892338099.8,743511806973.28,458068271592.61,0.033384088872607,-0.04714449980485,0.0083043071443875
-772366404929.62,665742768793.1,449178440412.81,0.033344907268065,-0.044578619967475,0.008722463732025
-782408623790.05,644948287215.52,446092138663.37,0.03248590324288,-0.04568525337065,0.008245241713375
-412315564824.09,399562494387.18,217454422139.92,0.04014253144326,-0.02044616078785,0.00614163099576
-428298300184.28,407333241859.31,196290334187.13,0.038335413536065,-0.02037031775765,0.0048107575660325
-416433308615.62,396966050024.63,211567223373.76,0.039423051039755,-0.021069560515775,0.0053360703836875
-434584234849.89,382831540277.62,220986376504.67,0.038628564521638,-0.022083217740425,0.0059971690845675
-426384812060.23,368172211986.56,195211420420.07,0.038248941287623,-0.019049603446775,0.00486657889497
-452724194312.13,377686346844.35,220582057194.06,0.037246550628923,-0.021197868687775,0.0046777230655625
-412828368329.19,394634899787.19,216286167444.23,0.040758771995533,-0.01918898118005,0.0062487982922075
-453715117453.59,383916807439.6,213441574122.13,0.037686718881055,-0.022153638152025,0.0054273858342175
-410810467216.71,390190860335.91,218630999301.1,0.039952819343585,-0.0184916665971,0.0054990590090725
-391293753401.4,352318760451.13,188751122605.22,0.040005426254473,-0.01739630660495,0.0060875523533975
-413284488729.78,398358172126.87,223872725140.79,0.040059701835905,-0.0213566202278,0.0074257033968675
-449767265203.25,431309439534.89,232599173714.41,0.039681555855825,-0.023724053708625,0.00780718256664
-434090307949.13,383067755640.23,222681933105.7,0.038990077553962,-0.022197014936425,0.00747676746238
-426866300521.67,435508690950.36,231624230298.06,0.040941159169518,-0.023504983457925,0.00802444437729
-424697364156.51,405945939385,226110346998.69,0.041197267880435,-0.02210482827145,0.007813271228805
-346393118190.07,337661793719.35,180995681482.45,0.043501343073895,-0.01107309582145,0.0059180372426625
-347932024797.54,344185419658.36,177249841933.74,0.04342508254508,-0.0123406519134,0.0064291569662425
-328050507405.97,308642541650.83,154230285162.63,0.04305772681951,-0.00980628522545,0.00624701111945
-412244913558.14,393938656576.7,210908731259.12,0.04090103950458,-0.019062707224125,0.0073942248245525
-413251302687.81,388858888145.16,213500957074.65,0.040348986611512,-0.02047321575335,0.0081343811793325
-437461311002.66,393001911569.93,205174763463.77,0.041486552656043,-0.021221423797,0.00852194901127
-391352117327.43,351732242593.91,196038354482.09,0.040678508651642,-0.01779408471595,0.00737268353351
-384557000908.33,387012747202.08,221654994923.55,0.0424255216552,-0.019001055398,0.007838945170835
-384787175989.53,410520498879.46,208445955921.47,0.042421415165062,-0.020295691461225,0.0081733896360375
-583008596117.24,511111782375.49,275708978838.58,0.03543175539655,-0.033055902668875,0.00808733371855
-561551858147.23,489867715634.35,293258607593.7,0.034654671848815,-0.032188826044125,0.007644488762695
-564262577990.98,444592462051.8,284693476798.63,0.03479334989143,-0.03100243738555,0.0077656689324125
-578511617647.98,489412644680.91,292769748377.62,0.033445610437708,-0.03219939193595,0.007702802640155
-575874903368.76,448321449336.62,285117393130.21,0.033584288480323,-0.031013003277375,0.0078239828098725
-602007305519.96,464437428752.59,310982896045.66,0.033130236231095,-0.033261817031825,0.0088792322126525
-548562262069.95,410929765638.13,255458248677.51,0.033054275253748,-0.030302980272825,0.0084300188719025
-585468797506.12,499469217418.74,284620926939.45,0.03526160650766,-0.034349261245,0.0085469015660275
-638581168016.74,475679260106.6,300444039256.28,0.034169148753312,-0.034544609716125,0.00928048618267
-720179619543.65,448973972545.91,340625616951.09,0.029019875891062,-0.037855737096225,0.010244703603047
-729583221329.99,480234134207.01,323967529321.14,0.029527639912692,-0.03930964109385,0.01104679024395
-753111263432.83,458747891423.26,364573224746.02,0.028156050544435,-0.039785359367675,0.011889287634025
-680329057667.61,357048299706.76,377753560006.33,0.026274643363862,-0.038019764560525,0.01237813417451
-656573079082.6,419261089025.39,303313725996.58,0.026542753678337,-0.036512363170925,0.011422518848975
-662954205665.2,488220328687.54,344560288116.95,0.031901969486027,-0.0375830749121,0.011051150986698
-661770606017.8,495691555513.86,341814026352.1,0.031427509693502,-0.039098548407175,0.011283966585338
-660943361679.8,486691461003.46,345933272449.05,0.030485525368412,-0.0367588021389,0.010364743234315
-674067960629.82,418799374497.82,320702305612.03,0.02791639683728,-0.03682405398045,0.010131585667587
-633386382847.16,370506340489.24,268794628748.15,0.026956725293623,-0.032500890900875,0.0083580146605475
-587031508743.61,407962491770.39,290124153853.11,0.031697205879578,-0.031059756808,0.0093136215155875
-611382448613.9,412370976711.55,274329122867.15,0.03040629484178,-0.030969198302825,0.00826227632016
-668006266504.41,397535258650.07,295936421472.79,0.02711605122243,-0.034698447672075,0.011722396708272
-616900776805.05,433366816835.78,275709246978.02,0.030640109034612,-0.033752062786075,0.0094039226060075
-685739744974.6,433211029148.84,284129882329.45,0.028278745619083,-0.033537582759225,0.008716431649555
-590899328433.02,459574583794.71,300242316863.02,0.03191184489954,-0.032832204908425,0.009884015026055
-633818628807.78,404197918220.55,308054176151.65,0.030125232303192,-0.035213317407625,0.010687908588975
-683062126990.46,402570681388.92,315653189127.02,0.028489694381372,-0.0350101384816,0.010431463526885
-613118231781.62,430976456282.87,277739752967.21,0.029638710047587,-0.0328032159007,0.008263398788365
-526163737115.75,524616919257.74,308729883327.75,0.03789080045999,-0.032955848480025,0.00829996449875
-543787697689.77,521146187350.51,314256175169.05,0.03638741199629,-0.032954767462925,0.00890350467905
-562588961810.76,556215578816.77,309819272982.02,0.03845159674766,-0.035210296148025,0.0083081727651075
-561441517078.72,561997633379.36,307978828995,0.038677445293308,-0.033912880714675,0.008083758032875
-596297028648.55,536869779698.98,323775457760.47,0.037494803025453,-0.0355466224895,0.00898394707846
-551191009279.36,506508855420.29,320089786677.75,0.0362172631074,-0.03424812603905,0.0093630725265275
-515238984284.38,613474431923.56,313372650585.23,0.042531815800108,-0.0357055226648,0.0056046709021075
-510889235209.66,628165508078.57,297056426232.45,0.043262686051523,-0.034310149705975,0.005139202875985
-554523109569.63,620611221369.62,309708989832.79,0.041077540178112,-0.0355465795908,0.00601586275781
-480914785623.63,502581527997.84,287888853924.07,0.040158482467758,-0.0297372288731,0.0083627395888625
-527195644487.74,500673598544.19,291550378313.93,0.03861484208644,-0.0317869799443,0.0089033048873925
-530242800099.5,484219711167.34,306509612753,0.038823391673558,-0.030523383586925,0.00820143916782
-522196830291.61,551301024458.05,329981353534.13,0.039553686575847,-0.0341867459456,0.0087919509386275
-514902309170.57,562070997166.25,328871802532.29,0.0393278380302,-0.03548416137895,0.00901636567086
-489655718299.71,551402280739.76,321550807943.34,0.040551770922708,-0.03406656437625,0.007776197577455
-564030186003.66,734318251197.7,346816133730.01,0.0422507395626,-0.040014498999925,0.00425593496027
-587171139366.11,681465390641.98,402298229119.23,0.041701548323747,-0.040549076614275,0.00548402833666
-612323988663.68,857428732467.55,432108449768.8,0.04452728823805,-0.044010762405425,0.00294459843423
-586042454186.19,829953048157.81,420205546009.29,0.042749251933105,-0.04282360828895,0.0038003547444125
-538484208782.49,737594697652.59,318089601321.52,0.044524600815685,-0.0383241302641,0.0033630697410875
-486008675908.21,821334326416.98,353491076628.53,0.044141801418625,-0.0405950199504,0.00203053909794
-576409288657.43,916662202893.1,394250614067.99,0.04537573391824,-0.0425016115843,0.00131579449992
-538759237894.29,746318055142.48,329136613653.5,0.044452900062733,-0.039190484851575,0.0018173149584
-572123615498.18,813170342891.4,379972021022.73,0.041899205706617,-0.042396611772575,0.0051497761389525
-595659888199.04,776265152243.5,438782487619.64,0.04286878439756,-0.0411014336891,0.0030941879553475
-561223284328.5,737625799998.38,347273338537.54,0.043595457336618,-0.03864173067375,0.00473804088555
-549544851157.34,623586277173.37,370035082561.81,0.040593669519183,-0.037044183778125,0.0075990439866125
-545683065464.64,654368919876.69,358303390379.28,0.040698139933638,-0.038391035275225,0.0077928278698575
-539991739314.83,607165763037.92,338651425723.14,0.04121849237505,-0.035477973391675,0.0079953181329475
-561204691551.58,737626907042.77,347324542732.64,0.043681284899015,-0.03837473788505,0.0062827503982875
-553942302369.22,590499961283,341058840006.39,0.040505763998977,-0.03642686665535,0.00855154104871
-593096832135.05,679783195885.45,389057671960.1,0.042331479691475,-0.03956264630815,0.006887726137235
-505647420346.81,612651781932.06,338024265264.94,0.04276067351725,-0.03625423358845,0.0066316292151475
-551766313803.9,622516596846.66,372110849001.8,0.041306397895255,-0.03609529051445,0.00704282107085
-480707339948.77,422777517664.02,249472079581.52,0.036631795979303,-0.0249942299879,0.00883002232898
-461976609176.39,418176900419.36,248722025997.87,0.038975915956563,-0.02438046467365,0.009031641951535
-461767647165.03,418523733391.15,248872857971.48,0.038092780801885,-0.025297463759625,0.0087657814609525
-550101234924.89,455410223692.96,299563877988.25,0.035542780833765,-0.030700104966025,0.00911362436706
-513391231374.54,491474411771.9,278435083464.01,0.037886746720915,-0.031279429792,0.0097675495520575
-562203778958.15,478289508190.55,291107435148.33,0.03635975939089,-0.03178535841865,0.0098086151578425
-509701942035.59,469504661870.15,287664269717.2,0.038095296308032,-0.030015833434625,0.009065683832485
-523672258628.68,480801498857.84,284606478975.43,0.036743514368147,-0.029906293364775,0.00849216364483
-513220192510.49,420131330422.21,269885444745.39,0.036818212168225,-0.02871295586915,0.008803472752945
-1238360398072.6,39744308577.52,24684302794.007,0.0019937067754,-0.091263430343475,0.055263284557262
-1115089528663.5,-382511778446.14,-43936057892.142,-0.0024534086440425,-0.079273109300275,0.059225769830972
-1176210548840.4,-36689515527.649,-106042610207.38,-0.0001762215991175,-0.08619359604685,0.06005986073541
-918764852204.39,-72461174928.42,470010594.57251,0.00643186093039,-0.08700333151205,0.062803684413567
-964949684429.02,26748609665.546,195474814778.46,0.0086017893049075,-0.092073165808675,0.05800710823542
-1267429180574.9,-26873372245.352,157943505561.08,0.004082470283375,-0.085828707578475,0.049878494257278
-1365446005757.7,-85041699509.454,-67226032835.421,0.0019172731806575,-0.086686399333425,0.045631654275185
-1558977774933,-9311381887.8505,376449984074.26,0.007051600237685,-0.0881043342406,0.04012752489815
-1543540373021.8,-75580922929.407,438558776496.65,0.0069364884677225,-0.083271102284175,0.034336745603355
-1543250282274.7,-76169239605.425,438662354729.99,0.003466474806495,-0.078367433313725,0.034943200607203
-951601672578.14,-112964844819.5,-8196596126.174,0.0005765215627,-0.074657167487125,0.061214291887857
-926071906630.05,-135124865426.39,108465164171.54,0.0013373967925475,-0.0716771255533,0.056421855883133
-1266028211614.3,-156345950371,-24080289266.119,-0.0052332786744125,-0.077555264133925,0.04662043881248
-1155019073120,-482727004847.82,-244937238332.28,-0.0063316357722125,-0.0689958882921,0.050251907094503
-1362410309116.7,-91370001106.766,-65864048205.955,0.0005082200359875,-0.078636523102975,0.045635794448607
-1102635906957.3,-309095500732.86,-132640963623.99,-0.001692533414195,-0.07629306736645,0.054433333826248
-1233391187271,-233681729236.37,-242956182277.59,-0.0068667058235875,-0.074557712563725,0.052105022210378
-1383463870866.1,-216565172342.49,198406306172.32,0.0021725334317875,-0.0751507890397,0.04073812007542
-1234458705343.1,-141698009081.02,140919041867.85,0.002673417138705,-0.077778831348025,0.0498826344307
-1241269859156.6,-256103236855.12,149580192057.77,-0.0035689652786125,-0.07406953007065,0.041722764439293
-1212556469521.5,-347810827378.99,152692321647.02,-0.0043452467017875,-0.0684746982502,0.042945856580397
-1058154743702.7,127070266038.31,414344071921.32,0.01353493828951,-0.052495227558175,0.018215447218098
-1111255640492.7,70888389612.244,406774013645.67,0.010059348118615,-0.054693661161025,0.017733088515323
-1072433373506.4,92995298273.389,378610553627.56,0.0085176862717425,-0.0550274915016,0.020272382143543
-1102631465309.5,-16677955547.834,414985088735.23,0.0084375464692175,-0.057709908449725,0.02052726169054
-1091122856476.7,122779970313.78,417717656221.2,0.011280732613527,-0.0525881224029,0.019043350890013
-1311813055684,106057259170.37,528899030587.07,0.010602830199898,-0.059247511173375,0.018636902439663
-1070867061977.3,104470948274.75,384162911076.48,0.009739070766655,-0.052921952743475,0.021582644518233
-1124023294914.5,276676477177.9,462830786513.79,0.014107708201975,-0.05533098205315,0.01714107573739
-1250815539684.3,236783363622.78,469631361349.35,0.011904144038015,-0.056747398358725,0.016999888617203
-1312918306606.7,-228277720068.46,240629394381.58,-0.0012516412724975,-0.0638827095824,0.026431375690195
-1472198902763.5,18450239520.36,386405090034.31,0.0020238319645675,-0.06719458575895,0.024788386265248
-1439335466886.5,62458627193.898,348197455220.89,0.0040800474736375,-0.065380794861375,0.02163379948945
-1092164912163.3,753444147.63123,375922128174.27,0.0081253423281025,-0.059104177963425,0.023944293160838
-1398305530684.9,-393270403697.55,344240792237.14,0.0008045742365725,-0.062068918684825,0.023276788914398
-1300774249738.1,-148424778260.9,356258503887.24,0.0013185401482475,-0.0592391165935,0.024048770261923
-1121172995731,-1450672747.9881,373486857690.88,0.0042579065987125,-0.058257698704725,0.023285781799155
-1358071501415.8,111301418434.26,455528665096.79,0.007223879118755,-0.073559151936075,0.027512538034565
-1375631758745.2,-44098554910.958,459003823183.34,0.0062876778271875,-0.069172290232875,0.028420393857998
-1373928176170.3,-211414109952.32,193923093001.86,0.0061575249396075,-0.07203624099185,0.039195116553558
-1371663268573.3,-193569679266.93,190283093404.85,0.005652756139635,-0.068250870097225,0.0354782397904
-1353328865290.9,135535167376.22,428845574212.74,0.007451466314315,-0.075252885265875,0.03340019708534
-2299158370342.2,1556009632454.1,2436262521949.3,0.030667391278403,-0.08232230682445,0.011075369064225
-2923382272906.8,2639606066827.9,2093552987233.5,0.038637549853575,-0.082604743328825,0.0070931440056475
-798305653475.2,3251114643992.3,2747100393455.3,0.042138679884677,-0.08098284492635,0.007657716321975
-289345258425.37,2204926135519.4,3245153052589.8,0.043810042398208,-0.084088367135475,0.0099616515860775
-1875013650544.1,1681938503315.8,2179101515376.1,0.035414414890313,-0.0800085958733,0.008510454938425
-2861679450732.1,2458528724219.4,2169466971694.2,0.038155646102753,-0.085695625592725,0.0073823020351025
-1059427964945.6,1436035220333.5,3165044439726,0.041991538082617,-0.0864874368507,0.009061342322815
-1287491664560.7,-29749938596.558,153939973682.83,0.011070303310082,-0.08631139512685,0.046983644879795
-1165659499298.2,35952904802.735,459304519718.72,0.012774985945223,-0.079221306877525,0.035403022081045
-1158078362524.7,48261737697.999,456879584078.99,0.012728081789842,-0.08855401424015,0.040308882777647
-1159281055667.1,45788786360.01,458620301878.18,0.01261297001988,-0.083720782283725,0.034518103482853
-1085951518162.1,-66230953525.785,339738118020.89,0.013634510961315,-0.08859991063185,0.051869791812582
-1412484938966.4,278171476891.82,555190854576.46,0.015883474682957,-0.09398873700515,0.037869946529588
-2042421080168,-72189062539.458,1001150798307.3,0.018511155586173,-0.097461992181975,0.025515418584175
-1921688054764.8,6458771467.8066,947299520323.18,0.011839999778431,-0.097461992181975,0.02772798439301
-1786440024236.9,-124484937564.67,284567602167.22,0.010923994639506,-0.097461992181975,0.035128274054695
-2236017312896.9,683477675638.34,2453883229115.5,0.02991300231886,-0.0942159663221,0.01755230745785
-1483609099052.2,358419663561.45,1384687665695.6,0.024092011404173,-0.091677958504075,0.021641168446555
-2204624235496.6,1261807893344.8,2562103470399.6,0.031800289672853,-0.086154835901875,0.014757316284773
-1528956289534.9,431285069598.63,1236879515879.3,0.023737921258077,-0.094883479422525,0.026690105369558
-2264050334970.4,654064670660.98,2482997264637.9,0.031349345590922,-0.09101044540365,0.013831179543957
-1665617114499.1,153812878027.72,779577677661.31,0.022026245493788,-0.0914102242457,0.031644343653285
-3727549716711.1,379021227874.94,2643641757647.1,0.03561446545201,-0.0917876167164,0.011555423447613
-1148049617303.1,39308048840.378,3249608629788.4,0.039450357431875,-0.092579427974375,0.013234463735325
-3121101323950.8,1649092305756.1,2743013763683.8,0.03606540953394,-0.086932007214625,0.012481560188427
-1108255311048.9,1358854113185.8,3216667193925,0.039901301513805,-0.0877238184726,0.01416060047614
-1096402512003.7,186349225743.65,783932908858.01,0.020281773599992,-0.096526744823175,0.04221873554894
-2130986783968.7,566538506641.25,2589744496375.8,0.03377786868325,-0.09742148724055,0.021520907098775
-1173695126934.6,110151686203.02,1399977862232.6,0.030021818482925,-0.09742148724055,0.026532637961825
-978647071977.03,-29260946878.281,250272905842.73,0.01951686173037,-0.094433963696375,0.057795360352643
-1113038552515.6,179250794201.65,324773950478.63,0.022441405174925,-0.097580170956375,0.053896196316803
-947495856763.54,-159641939709.1,343644841752.58,0.019497601679077,-0.09096070851955,0.05151738034631
-1106683445123.5,36702973853.921,500176534293.24,0.022422145123633,-0.09410691577955,0.04761821631047
-759174767688.82,46872189944.349,521689306331.41,0.02960044584101,-0.097580170956375,0.05822104665002
-476248205431.47,477481941319.47,272815961500.4,0.040690783256035,-0.0284227637678,0.0089920434511575
-467998980172.1,462392809121.96,274287105260.04,0.039607070413925,-0.026984307997425,0.0086188095469325
-476270572372.64,467482631626.33,280871964334.68,0.040867463408047,-0.027391490779225,0.00846880085986
-436043789735.7,483047943075.77,264141158503.08,0.04218752218127,-0.026571472474475,0.0086203799773475
-422146608362.23,432402742115.25,237111484768.65,0.041439227258925,-0.024545088168925,0.00899897529034
-429120553718.72,436008845511.35,242403400779.53,0.042358210744755,-0.0251314181407,0.008630537265425
-460082108200.19,414010877418.87,251480903817.14,0.03923831814285,-0.0260810417645,0.0095159624230025
-459240453753.12,416375526264.74,251904245921.78,0.040121453297528,-0.025164042678525,0.009781822913585
-502560207009.33,568932013403.24,284202616029.25,0.041951511422235,-0.0317424150677,0.0075724782390825
-481675778722.26,503030945382.66,287515680830.51,0.041131159580947,-0.030301458058025,0.008745257996825
-494340678245.79,489527129727.8,265000862866.41,0.041663460369225,-0.028986992952725,0.00937456185912
-430876122572.33,523769015097.67,300205207642.89,0.043296377957678,-0.02946324921205,0.0078394708055975
-479275364253.33,502105172939.83,283690126134.66,0.04194030978933,-0.030516833870925,0.00799051384543
-485158401503.84,479759690899.1,308638300219.57,0.040144276866992,-0.03164722082415,0.00934297575165
-471320148506.6,411310979484.55,255199260097.17,0.03782484070336,-0.027412220062325,0.010836620391188
-466092537561.68,467804620215.39,267483246642.22,0.039453989128237,-0.02750857134225,0.0097045267127475
-469888810052.63,473917671997.54,267473274688.78,0.040262302791165,-0.0282858035074,0.010030765177372
-458767107723.79,421375065689.79,246508615531.73,0.039085236857163,-0.026605305109325,0.010601679588818
-494212902981.96,432074150566.82,282942124932.89,0.038193592974435,-0.02831548629525,0.0099394675151175
-511508443959.7,458425215981.74,283184208397,0.039001906637362,-0.0290927184604,0.010265705979742
-472892174164.96,551430633851.11,290955965918.37,0.043441172270128,-0.032001025598975,0.00749865336082
-447970577702.92,580482095686.04,287698014862.08,0.044782675374275,-0.0314584725264,0.0060217875687625
-494367305971.08,620883964984.43,350224109949.49,0.043986630322523,-0.03495980287405,0.0068429743073575
-448872812014.69,655972156894.94,299616844499.47,0.04557976342795,-0.033468801813275,0.004940556330765
-450838293872.39,582272747297.53,290062803696.06,0.045702086393727,-0.031861368194725,0.0049495895376075
-476095968828.03,550366263579.38,303780066115.02,0.04376572438029,-0.03238935731925,0.0063834174981925
-490093367977.14,639119167259.62,327256031569.1,0.044314483164215,-0.033706062145475,0.00587321575527
-448090564046.74,535793093342.77,296491326115.68,0.044491107545207,-0.029993292297575,0.0079792159828975
-452504677576.02,577671208435.12,299786599267.06,0.044624700224752,-0.031305487487725,0.0080564341444675
-436173384177.61,528849858253.76,273542902894.3,0.045324916185745,-0.029641593107825,0.006921180003905
-447391173225.17,581463359017.79,289043089904.27,0.04545850886529,-0.030953788297975,0.006998398165475
-405900598182.84,495275577780.18,264716460701.24,0.04575019771426,-0.02628882293245,0.00806172636843
-435188903772.47,511720550830.39,275238795897.12,0.044074280653732,-0.028631782800525,0.008480672564695
-391535276017.85,487371350741.8,259536732615.32,0.046696020392847,-0.026549398943275,0.007291829651905
-449322472412.91,526209258867.55,279557280611.78,0.045269010241263,-0.02916182588605,0.008620417741995
-427807355235.76,476224390945.92,276219361516.4,0.044421662313765,-0.02724753531085,0.00824973327422
-425403704207.78,474884731898,269606630329.06,0.043597894933695,-0.026986654864425,0.0090300801763475
-424229327706.46,502840721775.1,246967798538.12,0.043250513273662,-0.0283709023541,0.0092610194668225
-365277018644.57,504742560735.84,251701267625.65,0.048727681577648,-0.025012013031725,0.0062128652981525
-379324337077.39,475948429709.77,215772092554.68,0.048952192639355,-0.0236950142038,0.00681387203774
-369481537952.37,486829228753.82,266586532709.52,0.047967471184985,-0.026043763872575,0.007240835760395
-332851471388.61,552073555199.65,150859724092.06,0.05151863616819,-0.022106179574,-0.0065351432687
-357448161741.26,528924923629.26,166492381166.41,0.050271915197895,-0.022988517630125,-0.005578731973425
-333382990914.59,556410281967.3,156870381303.66,0.052155939747247,-0.022716356592875,-0.008037345991525
-314933760834.39,590444751429.32,164697222516.18,0.051560486166275,-0.024070931389375,-0.0079383953148
-345825773163.86,573562853648.54,198629210716.51,0.050606203230732,-0.0243464601152,-0.00639755049535
-396694378018.72,544233458973.18,210044883691.07,0.048388545349482,-0.026335799225175,-0.000367132371345
-395086855844.86,544681962323.36,230508921027.06,0.048497742616375,-0.026240886437125,0.00085309984666
-367350602069.08,595819069038.62,219012531870.3,0.048917735306397,-0.028103516240725,-0.0019797275792625
-395023633019.25,541969852567.83,232991779546.08,0.048279309340972,-0.0272741455043,0.00155915012201
