electric_potential_0,x_0,x_1,x_2
0,-0.092915695448775,-0.09605137209445,-0.049846333222425
0,-0.08849924071105,-0.096322018685675,-0.059827569381875
0,-0.083624036764225,-0.088632771720525,-0.052630377343925
229619.58538237,-0.052782402270025,-0.08757201132075,0.00988648020317
153038.16946144,-0.054272632075525,-0.08770685983775,0.01008440576441
76727.862096033,-0.05520468059745,-0.089365623487525,0.0099442246015825
76310.307365403,-0.054747572793325,-0.085372615062575,0.0095206337548575
76310.307365402,-0.055149144221125,-0.086632027551475,0.010066187957203
0,-0.080370509036875,-0.08970251537655,-0.046941059289275
0,-0.0609266706175,-0.0977352371974,-0.08955454740025
0,-0.080050116495325,-0.093153419990825,-0.063671373636325
0,-0.080704109424575,-0.096322018685675,-0.05834506014485
0,-0.078926125039275,-0.092581399626075,-0.05351048453605
0,-0.075672597311925,-0.0936511432821,-0.0478211664814
0,-0.0731815914278,-0.09082601944295,-0.060254745324825
0,-0.078272132110025,-0.089412800931225,-0.058836798027525
0,-0.0749595758131,-0.09456663850255,-0.065089320933625
0,-0.0696023881108,-0.0977352371974,-0.0646755034492
0,-0.060417853651175,-0.090940948789625,-0.07679906039485
0,-0.069968143195575,-0.0977352371974,-0.0726268146678
0,-0.0647017743755,-0.093205711592225,-0.08037976431845
0,-0.065804208732275,-0.093205711592225,-0.07463850969995
0,-0.06092840499625,-0.0977352371974,-0.081675993058875
0,-0.056644484271925,-0.0954704743948,-0.078095289135275
0,-0.06152028800795,-0.090940948789625,-0.07105780577635
231525.79764101,-0.051889413139675,-0.09317241210385,0.009540111383475
232095.27792866,-0.052508735561325,-0.09440202972295,0.0097546620538875
154706.18201955,-0.054091842706475,-0.0947351818449,0.009687575136945
77145.395464637,-0.0550238912284,-0.0937005532194,0.0095473939741175
154949.88246402,-0.05224233224305,-0.09517879509495,0.0090938625860975
0,-0.056479555273375,-0.094459289464175,0.00847816151057
0,-0.056150249196925,-0.096391715514775,0.007402379253325
0,-0.054428181833675,-0.096409744642,0.0078108122490825
77560.78655491,-0.0538254393882,-0.0955119472169,0.009026775669155
0,-0.054997288595825,-0.083794143518925,0.005855870647015
152891.72328633,-0.052689671970575,-0.086537965338625,0.00867444491415
76310.307365402,-0.053778330348275,-0.085413401366725,0.008326816273045
0,-0.054744782943225,-0.08538532568025,0.006966658649655
229056.14482184,-0.051512659825425,-0.08576797228115,0.00923063442542
152474.72890091,-0.052601318203125,-0.08464340830925,0.008883005784315
77145.395464638,-0.0537691319376,-0.092153201169275,0.00902722058669
154136.7017319,-0.052217760994025,-0.091958212175675,0.008952851079105
230300.58428423,-0.0513371699762,-0.08968429051865,0.00964297709382
76727.862096033,-0.05407818966135,-0.089752561794525,0.009162152596415
0,-0.0543461055222,-0.090813733808825,0.00825794786889
230864.56382793,-0.051949845133175,-0.090897040161375,0.00985705580663
153309.27801697,-0.05253346598245,-0.0886766433522,0.0090882550464325
153873.25756067,-0.05350121607675,-0.091092029154975,0.009931425314215
0,-0.05579448926265,-0.095945856159275,0.005769716530925
0,-0.053806018581125,-0.0958428532334,0.00551735005889
0,-0.0528895521939,-0.0962090887295,0.00676726508281
0,-0.053310745839975,-0.0974750734944,0.0044739653653925
155689.47918951,-0.0523425324186,-0.099423646667525,0.00840480149402
0,-0.052092942073075,-0.0988601384687,0.005337932299415
77708.404336846,-0.052076129100325,-0.098404817189325,0.00774400202623
0,-0.0520538956351,-0.0978413089905,0.0066247222526475
233667.24880983,-0.050803321109375,-0.099423646667525,0.0094250144958275
